RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899,coronary_beds_0900,extra_0999,burn_beds_1000,extra_1099,surg_icu_beds_1100,extra_1199,oth_spec_beds_1200,extra_1299,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899,coronary_bed_days_0900,extra_days_0999,burn_bed_days_1000,extra_days_1099,oth_spec_bed_days_1100,extra_days_1199,oth_spec_bed_days_1200,extra_days_1299,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,subtotal_acute_utilization,all_beds_utilization
657126,11,190116,1,2018-11-01,2017-06-01,2018-05-31,2017,364,f,37,12,,,,,,,,,,49,,,,,,,,49,,,626,,,,,,,,,,4263,,,,,,,,997,,23.0000,
657127,11,190133,1,2018-12-10,2017-07-01,2018-06-30,2017,364,f,25,,,,,,,,,,,25,24,,,,,,,49,,,,,,,,,,,,,1436,6125,,,,,,,235,,15.0000,
657128,4,190144,1,2019-01-03,2017-09-01,2018-07-31,2017,333,t,113,10,2,,,,,,,,,125,20,12,,,,,,157,4,,1139,68,,,,,,,,,10668,2105,1384,,,,,,1228,,25.0000,
657130,4,190160,1,2018-07-31,2017-03-01,2018-02-28,2017,364,f,164,44,,,,,,,,6,,214,40,16,,14,,,,284,,,10937,,,,,,,,373,,51583,9932,2116,,3745,,,,2742,,66.0000,
657131,4,190164,1,2019-02-01,2017-08-01,2018-05-31,2017,303,f,45,7,,,,,,,,,,52,,,,,,,,52,,,1340,,,,,,,,,,6651,,,,,,,,1289,,42.0000,
657132,4,190167,1,2018-03-02,2016-10-01,2017-09-30,2017,364,f,85,14,,,,,,,,,,99,,10,,,,,,109,4,,1932,,,,,,,,,,13551,,1196,,,,,,1796,,37.0000,
657133,4,190177,1,2017-10-03,2017-01-01,2017-05-06,2017,125,t,121,12,,,,,,,,11,,144,24,,,,,,,168,,,1306,,,,,,,,807,,10801,2715,,,,,,,666,,60.0000,
657135,11,190184,1,2018-08-31,2017-04-01,2018-03-31,2017,364,f,40,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,,2448,,,,,,,,672,,16.0000,
657136,2,190202,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,130,20,,,,,,,,9,,159,,,,,,,,159,,,2971,,,,,,,,2198,,28692,,,,,,,,2125,,49.0000,
657137,2,190204,1,2018-08-31,2017-04-01,2018-03-31,2017,364,f,125,20,,,,,,,,5,,150,,18,,,,,,168,,,3287,,,,,,,,295,,18996,,2859,,,,,,2979,,34.0000,
657142,5,190255,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,10,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,809,,,,,,,,,,22.0000,
657143,4,190263,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,32,,,,,,,,,,,32,,,,,,,,32,,,,,,,,,,,,,6954,,,,,,,,1331,,59.0000,
657144,2,190268,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,10,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,259,,,,,,,,3,,7.0000,
657150,2,220019,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,122,6,,,,,,,,,,128,14,,,,,,,142,,,1667,,,,,,,,,,16564,3737,,,,,,,2643,,35.0000,
657151,2,220024,5,2019-05-17,2016-10-01,2017-09-30,2017,364,f,147,12,,6,,,,,,,,165,20,,,,,,,185,,,1503,,,,,,,,,,22217,6133,,,,,,,2403,,36.0000,
657152,2,220030,1,2018-03-23,2016-10-01,2017-09-30,2017,364,f,40,6,,,,,,,,,,46,28,,,,,,,74,,,365,,,,,,,,,,8402,8240,,,,,,,1590,,50.0000,
657153,2,220046,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,201,20,,,,,,,,,,221,40,14,,,,,,275,,,3809,,,,,,,,,,57167,8493,2818,,,,,,6920,,71.0000,
657155,2,220065,1,2018-03-01,2016-10-01,2017-09-30,2017,364,f,56,6,,,,,,,,,,62,20,15,,,,,,97,,,277,,,,,,,,,,6734,6001,2795,,,,,,760,,29.0000,
657156,2,220066,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,210,27,,,,,,,,,,237,50,30,,,,26,,343,6,,7806,,,,,,,,,,56420,14137,6107,,,,,,3266,,65.0000,
657157,2,220077,5,2019-02-28,2016-10-01,2017-09-30,2017,364,f,575,32,,30,,,,,55,,,692,28,,,,,,,720,,,7917,,7955,,,,,12411,,,194677,8888,,,,,,,9326,,77.0000,
657158,2,220090,1,2018-02-28,2016-10-01,2017-09-30,2017,364,f,135,10,,,,,,,,,,145,,,,,,,,145,,,2766,,,,,,,,,,32404,,,,,,,,6369,,61.0000,
657159,4,220098,1,2018-05-25,2017-01-01,2017-12-31,2017,364,f,51,6,,,,,,,,,,57,20,,,,,,,77,,,690,,,,,,,,,,5274,6891,,,,,,,957,,25.0000,
657161,2,220105,1,2018-02-27,2016-10-01,2017-09-30,2017,364,f,179,10,16,,,,,,,,,205,,,,,,,,205,,,2459,3224,,,,,,,,,48137,,,,,,,,6946,,64.0000,
657162,4,220175,5,2019-06-28,2017-02-01,2018-01-31,2017,364,f,202,22,,,,,,,,,,224,72,,,,,,,296,8,,4088,,,,,,,,,,35112,19062,,,,,,,4743,,43.0000,
657164,1,230002,5,2019-08-26,2017-07-01,2018-06-30,2017,364,f,236,16,,,,,,,,,,252,31,21,,,,,,304,,,3639,,,,,,,,,,64093,8838,4953,,,,,,4238,,69.0000,
657165,2,230003,5,2019-05-24,2017-07-01,2018-06-30,2017,364,f,50,7,,,,,,,,,,57,,,,,,,,57,,,526,,,,,,,,,,7338,,,,,,,,739,,35.0000,
657167,4,230013,5,2019-04-08,2017-01-01,2017-12-31,2017,364,f,37,10,,,,,,,,,,47,30,17,,,,,,94,,,194,,,,,,,,,,2921,10380,,,,,,,65,,17.0000,
657171,2,230020,5,2019-03-21,2017-01-01,2017-12-31,2017,364,f,486,17,,34,,,,,,30,,567,,,,,,,,567,,,5186,,9019,,,,,,8146,,163102,,,,,,,,2990,,79.0000,
657172,2,230021,5,2018-05-31,2016-10-01,2017-09-30,2017,364,f,244,20,,,,,,,,,,264,26,10,,,,,,300,,,3914,,,,,,,,,,50117,5579,284,,,,,,7009,,52.0000,
657173,2,230022,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,77,10,,,,,,,,,,87,,,,,,,,87,,,1206,,,,,,,,,,10813,,,,,,,1620,2800,,34.0000,
657175,2,230029,5,2019-08-23,2017-07-01,2018-06-30,2017,364,f,309,18,,12,,,,,,30,,369,33,30,,,,,,432,11,,6084,,2594,,,,,,3273,,84185,9372,5091,,,,,,4552,,62.0000,
657176,2,230030,5,2019-07-03,2017-07-01,2018-06-30,2017,364,f,49,,,,,,,,,,,49,26,18,,,,,,93,,,,,,,,,,,,,11216,9181,3435,,,,,,1357,,62.0000,
657177,4,230031,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,146,8,,,,,,,,,,154,,55,,,,,,209,,,1472,,,,,,,,,,12796,,1614,,,,,,,,22.0000,
657183,2,230047,5,2019-05-28,2017-01-01,2017-12-31,2017,364,f,273,48,,,,,,,,,,321,72,40,,,,,,433,,,12270,,,,,,,,,,73834,17593,11791,,,,,,8437,,63.0000,
657185,4,230054,1,2018-12-03,2017-07-01,2018-06-30,2017,364,f,208,26,,,,,,,,10,,244,43,20,,,,,,307,,,7236,,,,,,,,2313,,40049,6769,3331,,,,,,1753,,45.0000,
657186,9,230055,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,90,6,,,,,,,,,,96,,,,,,,,96,,,1456,,,,,,,,,,10138,,,,,,,,1250,,29.0000,
657187,1,230066,1,2018-11-29,2017-07-01,2018-06-30,2017,364,f,299,37,,,,,,,,,,336,27,17,,,,,,380,21,,9324,,,,,,,,,,67485,5824,5137,,,,,,3136,,55.0000,
657188,1,230069,1,2018-11-29,2017-07-01,2018-06-30,2017,364,f,30,8,,,,,,,,,,38,,,,,,,,38,,,847,,,,,,,,,,8590,,,,,,,,561,,62.0000,
640737,2,31312,1,2018-12-19,2017-07-01,2018-06-30,2017,364,f,14,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,1491,,,,,,,,643,,29.0000,
640749,4,53040,5,2018-12-26,2016-12-05,2017-09-30,2017,299,f,50,,,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,7469,,,,,,,,,,49.0000,
640808,4,452046,2,2017-12-27,2017-01-01,2017-07-31,2017,211,f,53,12,,,,,,,,,,65,,,,,,,,65,,,1909,,,,,,,,,,5637,,,,,,,,,,41.0000,
640811,11,531315,1,2019-01-04,2017-07-01,2018-06-30,2017,364,f,14,,,,,,,,,,,14,,,,,24,,,38,,,,,,,,,,,,,515,,,,,7798,,,92,,10.0000,
640832,4,262014,2,2017-07-19,2016-11-01,2017-02-28,2017,119,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,2679,,,,,,,,,,66.0000,
640844,12,21313,1,2019-01-14,2017-07-01,2018-06-30,2017,364,f,21,,,,,,,,,,,21,,,,28,,,,49,,,,,,,,,,,,,3696,,,,9663,,,,379,,48.0000,
652718,2,361307,2,2018-06-04,2017-01-01,2017-12-31,2017,364,f,20,5,,,,,,,,,,25,,,,,,,,25,,,984,,,,,,,,,,5385,,,,,,,,1096,,59.0000,
652721,2,361334,3,2018-11-20,2017-01-01,2017-12-31,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1760,,,,,,,,1169,,19.0000,
652731,2,492010,2,2018-06-01,2017-01-01,2017-12-31,2017,364,f,36,,,,,,,,,,,36,,,,,,,,36,,,,,,,,,,,,,7398,,,,,,,,,,56.0000,
652755,9,281300,2,2018-03-19,2017-01-01,2017-12-31,2017,364,f,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,1108,,,,,,,,42,,16.0000,
652779,4,32005,2,2018-10-03,2017-06-01,2018-05-31,2017,364,f,33,,,,,,,,,,,33,,,,,,,,33,,,,,,,,,,,,,9090,,,,,,,,,,75.0000,
652789,4,294010,2,2018-05-29,2017-01-01,2017-12-31,2017,364,f,30,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,,,,,8286,,,,,,,,,,75.0000,
652790,4,372012,2,2018-05-25,2017-09-01,2017-12-31,2017,121,f,31,,,,,,,,,,,31,,,,,,,,31,,,,,,,,,,,,,2246,,,,,,,,,,59.0000,
652798,11,451303,2,2018-02-12,2016-10-01,2017-09-30,2017,364,f,14,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,1780,,,,,,,,117,,34.0000,
652804,7,30074,2,2018-07-05,2016-10-01,2017-09-30,2017,364,f,14,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,964,,,,,,,,,,18.0000,
652850,6,452107,2,2019-01-25,2017-09-01,2018-08-31,2017,364,t,41,,,,,,,,,,,41,,,,,,,,41,,,,,,,,,,,,,11319,,,,,,,,,,75.0000,
625280,2,531306,2,2017-06-02,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1434,,,,,,,,397,,15.0000,
625389,2,171314,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,38,6,,69,,,,,,,,,,,,,674,,,,,10736,2180,,3,,7.0000,
625463,2,281345,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1761,,,,,,,,140,,19.0000,
629555,10,314016,2,2017-12-19,2016-07-01,2017-06-30,2016,364,f,468,,,,,,,,,,,468,,,,,,84,,552,,,,,,,,,,,,,169422,,,,,,30320,,,,99.0000,
635574,4,100248,5,2017-11-22,2016-03-01,2017-02-28,2016,364,f,220,22,10,,10,,,,,,,262,71,30,,,,,,363,,,5164,2694,,2848,,,,,,,74979,23455,6683,,,,,,7261,,78.0000,
657192,1,230077,1,2018-11-28,2017-07-01,2018-06-30,2017,364,f,150,10,,16,,,,6,,6,,188,,,,,,,,188,,,3255,,2968,,,,1813,,1844,,46941,,,,,,,,1411,,68.0000,
657195,13,230085,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,49,,,,,,,,,,,49,,,,,,,,49,,,,,,,,,,,,,1369,,,,,,,,677,,7.0000,
657196,2,230089,1,2018-05-24,2017-01-01,2017-12-31,2017,364,f,249,17,,,,,,,,,,266,,,,,,,,266,4,,3114,,,,,,,,,,49545,,,,,,,,4286,,51.0000,
657198,2,230093,5,2019-05-16,2017-07-01,2018-06-30,2017,364,f,45,4,,,,,,,,,,49,,,,,,,,49,,,632,,,,,,,,,,6164,,,,,,,,539,,34.0000,
657201,2,230097,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,377,20,12,,,,,,,,,409,14,16,,,,,,439,,,6025,3272,,,,,,,,,92426,4980,4201,,,,,,16747,,62.0000,
657203,1,230100,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,43,4,,,,,,,,,,47,,,,,,,,47,,,764,,,,,,,,,,4214,,,,,,,,340,,24.0000,
657204,2,230104,5,2019-08-08,2017-01-01,2017-12-31,2017,364,f,280,34,,,,,,,,32,,346,,,,,,,,346,15,,9241,,,,,,,,5407,,100628,,,,,,,,2232,,79.0000,
657216,2,230146,5,2019-05-28,2017-01-01,2017-12-31,2017,364,f,201,80,,,,,,,,,,281,38,38,,,,,,357,,,13197,,,,,,,,,,57209,9722,8749,,,,,,,,55.0000,
657217,2,230151,1,2018-05-24,2017-01-01,2017-12-31,2017,364,f,232,24,,,,,,,,,,256,25,20,,,,,,301,4,,5535,,,,,,,,,,61286,8218,4560,,,,,,5346,,65.0000,
657222,2,230176,5,2018-09-07,2017-01-01,2017-12-31,2017,364,f,165,28,,,,,,,,,,193,,,,,,,,193,,,5254,,,,,,,,,,38401,,,,,,,,3556,,54.0000,
657223,2,230180,5,2019-08-19,2017-07-01,2018-06-30,2017,364,f,49,,,,,,,,,,,49,,,,,,,,49,,,,,,,,,,,,,2449,,,,,,,,865,,13.0000,
657226,1,230197,5,2019-04-25,2017-07-01,2018-06-30,2017,364,f,305,45,,,,,,,,,,350,,20,,,,,,370,,,12033,,,,,,,,,,89959,,4416,,,,,,,,70.0000,
657228,2,230208,5,2018-12-18,2017-01-01,2017-12-31,2017,364,f,44,4,,,,,,,,,,48,,,,,,,,48,,,,,,,,,,,,,3207,,,,,,,,309,,18.0000,
657235,4,230244,5,2019-05-24,2017-01-01,2017-12-31,2017,364,f,128,13,,,,,,,,,,141,,18,,,,,,159,5,,3243,,,,,,,,,,32424,,3819,,,,,,,,63.0000,
657236,2,230254,5,2019-09-13,2017-07-01,2018-06-30,2017,364,f,150,18,,8,,,,,,,,176,20,24,,,,,,220,,,4096,,1907,,,,,,,,31996,5132,7105,,,,,,4028,,49.0000,
657239,2,230269,1,2018-05-22,2017-01-01,2017-12-31,2017,364,f,463,32,,,,,,,,,,495,,25,,,,,,520,12,,9401,,,,,,,,,,142545,,7401,,,,,,7212,,79.0000,
657241,4,230273,5,2019-08-06,2017-01-01,2017-12-31,2017,364,f,136,27,,12,,7,,12,,,,194,19,,,,,,,213,,,5856,,2905,,1831,,3369,,,,59747,5939,,,,,,,4308,,84.0000,
657242,4,230277,5,2019-08-09,2016-11-01,2017-10-31,2017,364,f,110,18,,,,,,,,,,128,,,,,,,,128,22,,4307,,,,,,,,,,32091,,,,,,,,1590,,68.0000,
657244,2,230297,5,2019-06-26,2016-10-01,2017-09-30,2017,364,f,117,6,,,,,,,,,,123,,,,,,,,123,,,978,,,,,,,,,,24452,,,,,,,,538,,54.0000,
657246,2,230302,5,2019-05-28,2017-01-01,2017-12-31,2017,364,f,155,36,,,,,,,,,,191,,,,,,,,191,36,,8031,,,,,,,,,,45335,,,,,,,,,,65.0000,
657277,4,260022,1,2018-10-31,2017-06-01,2018-05-31,2017,364,f,62,10,,,,,,,,,,72,,,,,,,,72,,,2156,,,,,,,,,,11382,,,,,,,,321,,43.0000,
657306,9,260097,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,57,,,,,,,,,,,57,12,,,,,,,69,,,,,,,,,,,,,9390,1963,,,,,,,1306,,45.0000,
657309,2,260108,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,366,40,,,,,,,,,,406,,20,,,,,,426,17,,8523,,,,,,,,,,91808,,5810,,,,,,9134,,62.0000,
657328,4,260193,1,2018-05-29,2017-01-01,2017-12-31,2017,364,f,65,8,,,,,,,,,,73,,15,,,,,,88,,,1757,,,,,,,,,,17328,,2532,,,,,,559,,65.0000,
657329,11,260195,1,2018-11-01,2017-06-01,2018-05-31,2017,364,f,44,8,,,,,,,,,,52,20,,,,,,,72,,,1716,,,,,,,,,,8863,4148,,,,,,,927,,46.0000,
657330,1,260200,5,2018-11-14,2017-01-01,2017-12-31,2017,364,f,189,10,,,,,,,,,,199,,,,,,,,199,,,2926,,,,,,,,,,38702,,,,,,,,5205,,53.0000,
657333,2,260216,5,2019-05-30,2017-01-01,2017-12-31,2017,364,f,168,16,,,,,,,,,,184,,,,,,,,184,5,,4697,,,,,,,,,,51826,,,,,,,,6634,,77.0000,
652875,9,171339,2,2018-03-06,2016-10-01,2017-09-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2498,,,,,,,,266,,27.0000,
653070,2,361327,2,2018-02-20,2016-10-01,2017-09-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3781,,,,,,,,18,,41.0000,
653071,9,361330,3,2018-06-01,2017-01-01,2017-12-31,2017,364,f,21,,,,,,,4,,,,25,10,,,,,,,35,,,,,,,,,403,,,,4635,2033,,,,,,,349,,50.0000,
653097,4,142006,2,2018-12-14,2017-09-01,2018-08-31,2017,364,f,69,,,,,,,,,,,69,,,,,,,,69,,,,,,,,,,,,,12889,,,,,,,,,,51.0000,
653104,1,181305,5,2019-08-15,2017-07-01,2018-06-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3383,,,,,,,,844,,37.0000,
653111,6,232019,2,2018-10-24,2017-06-01,2018-05-31,2017,364,f,260,,,,,,,,,,,260,,,,,,,,260,,,,,,,,,,,,,31052,,,,,,,,,,32.0000,
653115,2,263301,2,2018-08-30,2017-01-01,2017-12-31,2017,364,f,160,29,,,,,,,,85,,274,,,,,,,,274,,,7493,,,,,,,,30521,,78665,,,,,,,,4425,,78.0000,
653136,4,171337,2,2019-05-23,2016-10-01,2017-09-30,2017,364,f,23,,,,,,,,,,,23,,,,,,,,23,,,,,,,,,,,,,1810,,,,,,,,62,,21.0000,
653150,9,281333,2,2018-11-12,2017-07-01,2018-06-30,2017,364,f,24,,,,,,,,,,,24,,,,,,30,,54,,,,,,,,,,,,,865,,,,,,8009,,83,,9.0000,
653151,2,281341,2,2018-03-05,2016-10-01,2017-09-30,2017,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1785,,,,,,,,573,,19.0000,
653154,4,374016,2,2019-03-22,2017-01-01,2017-12-31,2017,364,f,60,,,,,,,,,,,60,,,,,,32,,92,,,,,,,,,,,,,21181,,,,,,6017,,,,96.0000,
653338,9,281316,2,2018-11-12,2017-07-01,2018-06-30,2017,364,f,13,,,,,,,,,,,13,,,,,,,,13,,,,,,,,,,,,,370,,,,,,,,22,,7.0000,
653340,2,284003,2,2019-02-28,2017-07-01,2018-06-30,2017,364,t,247,,,,,,,,,,,247,,,,,,,,247,,,,,,,,,,,,,86447,,,,,,,,,,96.0000,
653368,1,41307,2,2018-02-26,2016-10-01,2017-09-30,2017,364,f,15,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,3307,,,,,,,,269,,60.0000,
653381,2,104067,2,2018-11-29,2017-07-01,2018-06-30,2017,364,f,90,,,,,,,,,,,90,,,,,,,,90,,,,,,,,,,,,,20206,,,,,,,,,,61.0000,
653396,11,171368,2,2018-05-18,2017-01-01,2017-12-31,2017,364,f,14,,,,,,,,,,,14,,,,,,36,,50,,,,,,,,,,,,,1346,,,,,,11765,,67,,26.0000,
661485,2,103300,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,112,28,,22,,,,,,97,,259,,,,,,,,259,,,5010,,3164,,,,,,22314,,53965,,,,,,,,2545,,57.0000,
657337,1,270017,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,56,11,,,,,,,,,,67,,,,,,,,67,,,1946,,,,,,,,,,13329,,,,,,,,505,,54.0000,
657341,1,280023,5,2019-09-04,2017-07-01,2018-06-30,2017,364,f,116,16,,,,,,,,9,,141,,11,,34,,,,186,,,2689,,,,,,,,882,,21849,,2752,,6954,,,,1837,,42.0000,
657345,2,280061,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,100,22,,,,,,,,,,122,18,18,,,,,,158,,,5152,,,,,,,,,,21014,2484,3782,,,,,,1615,,47.0000,
657346,2,280065,1,2018-06-05,2017-01-01,2017-12-31,2017,364,f,81,16,,,,,,,,,,97,19,,,,,,,116,,,3845,,,,,,,,,,18491,4037,,,,,,,2450,,52.0000,
657349,1,280105,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,2407,,,,,,,,356,,23.0000,
657350,2,280111,1,2018-10-01,2017-05-01,2018-04-30,2017,364,f,42,5,,,,,,,,,,47,,,,,,4,,51,,,620,,,,,,,,,,7758,,,,,,1287,,720,,45.0000,
657352,5,280127,1,2018-06-04,2017-01-01,2017-12-31,2017,364,f,21,,,,,,,,,,,21,,,,,,,,21,,,,,,,,,,,,,2778,,,,,,,,,,36.0000,
657353,2,280128,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,54,,,,,,,,,,,54,,,,,,,,54,,,,,,,,,,,,,6768,,,,,,,,925,,34.0000,
657354,4,280129,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,3710,,,,,,,,,,42.0000,
657356,5,280131,1,2018-05-03,2017-01-01,2017-12-31,2017,364,f,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,1969,,,,,,,,565,,28.0000,
657358,5,280133,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,2403,,,,,,,,63,,19.0000,
657363,4,300029,5,2019-06-25,2017-03-01,2018-02-28,2017,364,f,114,14,,,,,,,,,,128,30,,,,,,,158,,,4313,,,,,,,,,,40701,9172,,,,,,,1724,,87.0000,
657364,2,310001,5,2019-08-27,2017-01-01,2017-12-31,2017,364,f,599,35,,13,,,,,,40,,687,24,,,,,,,711,,,10383,,4480,,,,,,13588,,214412,7976,,,,,,,8169,,85.0000,
657365,2,310010,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,168,24,14,,,,,,,,,206,118,17,,,,,,341,,,1951,1855,,,,,,,,,55593,40683,3424,,,,,,5084,,74.0000,
657366,2,310017,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,159,12,,,,,,,,4,,175,,,,,,,,175,,,3146,,,,,,,,239,,39855,,,,,,,,3774,,62.0000,
657368,2,310028,1,2018-05-30,2017-01-01,2017-12-31,2017,364,f,120,10,,,,,,,,2,,132,16,,,,,,,148,,,2358,,,,,,,,,,32000,4918,,,,,,,969,,66.0000,
657373,4,310091,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,114,12,,,,,,,,,,126,,,,,,,,126,,,1450,,,,,,,,,,8066,,,,,,,,1298,,17.0000,
657374,4,310096,5,2019-05-23,2017-01-01,2017-12-31,2017,364,f,117,30,,,,,,,,,,147,,,,,,,,147,,,3792,,,,,,,,,,33792,,,,,,,,,,63.0000,
657376,1,310115,1,2018-08-03,2017-01-01,2017-12-31,2017,364,f,72,8,,,,,,,,,,80,,,,,,,,80,,,1456,,,,,,,,,,12418,,,,,,,,1051,,42.0000,
657377,2,314019,2,2018-05-22,2017-01-01,2017-12-31,2017,364,f,58,,,,,,,,,,,58,,,,254,,134,,446,,,,,,,,,,,,,17016,,,,86038,,43524,,,,80.0000,
657378,4,320003,5,2019-08-22,2017-09-01,2018-08-31,2017,364,t,38,8,,,,,,,,,,46,,,,,,,,46,,,658,,,,,,,,,,3397,,,,,,,,595,,20.0000,
657379,2,320004,5,2019-01-14,2017-07-01,2018-06-30,2017,364,f,40,10,,,,,,,,,,50,38,12,,,,,,100,,,2209,,,,,,,,,,11267,6854,2010,,,,,,1335,,61.0000,
657381,2,320022,5,2019-01-07,2017-01-01,2017-12-31,2017,364,f,98,8,,,,,,,,,,106,,,,,,,,106,,,975,,,,,,,,,,11472,,,,,,,,2812,,29.0000,
657382,2,320030,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,34,,,,,,,,,,,34,15,,,,,,,49,,,,,,,,,,,,,2537,1474,,,,,,,497,,20.0000,
657383,4,320033,1,2018-06-01,2017-01-01,2017-12-31,2017,364,f,41,6,,,,,,,,,,47,,,,,,,,47,,,151,,,,,,,,,,2876,,,,,,,,492,,16.0000,
657384,4,320065,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,135,8,,,,,,,,,,143,20,,,16,,,,179,,,1110,,,,,,,,,,6428,1819,,,2469,,,,1136,,12.0000,
657386,4,320085,5,2019-09-06,2017-04-01,2018-03-31,2017,364,f,141,23,12,,,,,,,,,176,,,,,,,,176,4,,7219,1291,,,,,,,,,48217,,,,,,,,3019,,75.0000,
657387,4,320086,1,2018-05-31,2017-01-01,2017-12-31,2017,364,f,24,2,,,,,,,,,,26,,,,,,,,26,,,384,,,,,,,,,,7461,,,,,,,,581,,78.0000,
657390,2,340096,5,2019-08-30,2017-07-01,2018-06-30,2017,364,f,64,16,,,,,,,,,,80,,,,,,,,80,14,,1716,,,,,,,,,,10214,,,,,,,,2228,,35.0000,
657391,4,340106,1,2018-09-11,2016-12-01,2017-06-30,2017,211,t,58,6,,,,,,,,,,64,,,,,,,,64,,,262,,,,,,,,,,1530,,,,,,,,117,,11.0000,
657392,4,340116,5,2019-10-14,2016-10-01,2017-09-30,2017,364,f,196,24,,,,,,,,6,,226,100,29,,,,,,355,,,6125,,,,,,,,383,,35360,22177,2694,,,,,,4244,,42.0000,
657397,2,340183,5,2019-08-23,2017-01-01,2017-12-31,2017,364,f,83,6,2,,,,,,,,,91,,,,,,,,91,,,1680,730,,,,,,,,,25161,,,,,,,,4133,,75.0000,
657401,2,350019,1,2018-04-30,2017-01-01,2017-12-31,2017,364,f,250,16,,,,,,10,,,,276,,23,,,,,,299,,,2989,,,,,,2334,,,,57261,433,3335,,,,,,4685,,56.0000,
657402,1,360012,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,212,12,,30,,,,11,,,,265,,,,,,,,265,16,,3272,,6453,,,,3208,,,,69438,,,,,,,,12291,,71.0000,
657405,2,360075,5,2018-07-27,2017-01-01,2017-12-31,2017,364,f,84,17,,,,,,,,,,101,,,,,,,,101,,,3070,,,,,,,,,,17047,,,,,,,,3552,,46.0000,
