RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899,coronary_beds_0900,extra_0999,burn_beds_1000,extra_1099,surg_icu_beds_1100,extra_1199,oth_spec_beds_1200,extra_1299,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899,coronary_bed_days_0900,extra_days_0999,burn_bed_days_1000,extra_days_1099,oth_spec_bed_days_1100,extra_days_1199,oth_spec_bed_days_1200,extra_days_1299,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,subtotal_acute_utilization,all_beds_utilization
633648,4,44007,2,2017-07-07,2016-01-01,2016-12-31,2016,365,f,74,,,,,,,,,,,74,,,,,,3,,77,,,,,,,,,,,,,22894,,,,,,399,,,,84.0000,
633687,11,191316,2,2017-03-28,2015-11-01,2016-10-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1947,,,,,,,,289,,21.0000,
633694,4,344007,2,2017-04-10,2016-01-01,2016-12-31,2016,365,f,104,,,,,,,,,,,104,,,,,,,,104,,,,,,,,,,,,,35610,,,,,,,,,,93.0000,
633695,2,351312,2,2017-04-24,2016-01-01,2016-12-31,2016,365,f,12,,,,,,,,,,,12,,,,61,,,,73,,,,,,,,,,,,,1426,,,,15691,,,,21,,32.0000,
633696,4,394050,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,52,,60,,,,,,,,,112,,,,,,,,112,,,,19995,,,,,,,,,35647,,,,,,,,,,87.0000,
633702,4,454107,2,2017-04-28,2016-01-01,2016-12-31,2016,365,f,102,,,,,,,,,,,102,,,,,,,,102,,,,,,,,,,,,,32927,,,,,,,,,,88.0000,
633705,4,490112,5,2018-10-10,2016-09-01,2017-08-31,2016,364,f,487,78,,12,,,,,,35,,612,137,44,,,,,,793,,,21759,,3092,,,,,,7030,,149347,37096,10180,,,,,,3175,,67.0000,
633719,4,54111,2,2017-05-25,2016-02-01,2017-01-31,2016,365,f,106,,,,,,,,,,,106,,,,,,,,106,,,,,,,,,,,,,33453,,,,,,,,,,86.0000,
633723,2,252004,2,2017-04-12,2016-01-01,2016-12-31,2016,365,f,49,,,,,,,,,,,49,,,,,,,,49,,,,,,,,,,,,,15419,,,,,,,,,,86.0000,
642312,1,50009,1,2018-11-30,2018-04-01,2018-06-30,2018,90,f,119,20,,,,,,,,6,,145,,10,,,,,,155,,,934,,,,,,,,240,,7251,,398,,,,,,272,,55.0000,
643282,2,301301,1,2019-02-20,2017-10-01,2018-09-30,2018,364,t,25,,,,,,,,,,,25,10,,,,,,,35,,,,,,,,,,,,,3965,3157,,,,,,,312,,43.0000,
643422,11,241373,1,2019-02-22,2017-10-01,2018-09-30,2018,364,t,25,,,,,,,,,,,25,,,,96,,,,121,,,,,,,,,,,,,2782,,,,32704,,,,225,,30.0000,
643429,2,340123,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,133,12,,,,,,,,,,145,,,,,,,,145,,,1639,,,,,,,,,,14712,,,,,,,,4208,,27.0000,
643539,11,451303,1,2019-02-22,2017-10-01,2018-09-30,2018,364,t,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,2008,,,,,,,,359,,27.0000,
643619,9,250043,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,38,,,,,,,,,,,38,10,,,160,,,,208,,,,,,,,,,,,,3866,1914,,,56582,,,,922,,27.0000,
643655,13,451330,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,3263,,,,,,,,644,,35.0000,
643657,11,451343,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,1696,,,,,,,,121,,24.0000,
643689,1,100140,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,54,,,,,,,,,,,54,,,,,,,,54,,,,,,,,,,,,,12556,,,,,,,,1157,,63.0000,
643691,2,100177,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,138,12,,,,,,,,,,150,,,,,,,,150,,,3048,,,,,,,,,,30752,,,,,,,,2872,,56.0000,
643698,4,102024,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,75,,,,,,,,,,,75,,,,,,,,75,,,,,,,,,,,,,21089,,,,,,,,,,77.0000,
624352,11,101309,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,22,,,3,,,,,,,,25,,,,,,,,25,,,,,19,,,,,,,,1931,,,,,,,,1534,,21.0000,
624380,2,171333,2,2017-05-22,2016-01-01,2016-12-31,2016,365,f,18,,,,,,,,,,,18,,,,,,,,18,,,,,,,,,,,,,3129,,,,,,,,145,,47.0000,
633737,2,31317,3,2017-02-27,2015-10-01,2016-09-30,2016,365,f,22,3,,,,,,,,,,25,,,,,,,,25,,,394,,,,,,,,,,3744,,,,,,,,356,,41.0000,
633747,4,194022,2,2017-04-21,2016-01-01,2016-12-31,2016,365,f,92,,,,,,,,,,,92,,,,,,,,92,,,,,,,,,,,,,26754,,,,,,,,,,79.0000,
633753,1,360086,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,192,38,,,,,,,,,,230,,24,,,,,,254,8,,9251,,,,,,,,,,56072,,6904,,,,,,4505,,66.0000,
633757,2,360259,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,69,8,,,,,,,,,,77,,,,,,,,77,,,1371,,,,,,,,,,12437,,,,,,,,1204,,44.0000,
633759,2,431339,2,2017-06-02,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2199,,,,,,,,157,,24.0000,
633763,11,501328,2,2017-06-05,2016-01-01,2016-12-31,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2376,,,,,,,,349,,26.0000,
633764,4,673051,2,2017-05-03,2016-01-01,2016-12-31,2016,365,f,46,,,,,,,,,,,46,,,,,,,,46,,,,,,,,,,,,,7668,,,,,,,,,,45.0000,
633775,2,34025,2,2017-12-08,2016-07-01,2017-06-30,2016,364,f,16,,,,,,,,,,,16,,,,,,,,16,,,,,,,,,,,,,5067,,,,,,,,,,87.0000,
633782,2,351310,2,2017-11-29,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1442,,,,,,,,151,,15.0000,
633783,1,351324,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2954,,,,,,,,180,,32.0000,
633787,1,21302,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,6,,,,,,,,,,,6,,,,40,,,,46,,,,,,,,,,,,,646,,,,9361,,,,86,,29.0000,
633794,2,61344,1,2018-10-18,2016-07-01,2017-06-30,2016,364,f,21,4,,,,,,,,,,25,,,,108,,,,133,,,705,,,,,,,,,,6118,,,,22045,,,,607,,67.0000,
633796,9,161322,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,831,,,,,,,,70,,9.0000,
633815,2,60075,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,26,10,3,,10,,,,,,,49,,,,,,,,49,,,1449,893,,3122,,,,,,,13751,,,,,,,,1045,,76.0000,
633820,4,100053,1,2017-10-30,2016-06-01,2017-05-31,2016,364,f,317,21,,,,,,,,10,,348,,,,,,,,348,14,,6871,,,,,,,,1278,,56202,,,,,,,,5190,,44.0000,
633822,2,320002,1,2017-11-30,2016-07-01,2017-06-30,2016,364,f,152,16,,,,,,,,,,168,8,16,,,,,,192,,,3976,,,,,,,,,,46468,1715,4647,,,,,,3535,,75.0000,
633827,2,450085,1,2017-03-06,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2197,,,,,,,92,235,,24.0000,
633832,9,450144,1,2017-02-14,2015-10-01,2016-09-30,2016,365,f,39,2,,,,,,,,,,41,,,,,,,,41,4,,38,,,,,,,,,,1937,,,,,,,,550,,12.0000,
633850,2,450723,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,249,32,,,,,,,,,,281,,,,,,,,281,11,,7420,,,,,,,,,,63927,,,,,,,,18894,,62.0000,
633873,4,450644,5,2017-12-27,2016-01-01,2016-12-31,2016,365,f,190,28,,,,,,,,,,218,14,12,,,,,,244,,,7944,,,,,,,,,,65380,4509,3254,,,,,,3314,,82.0000,
633895,11,450686,5,2018-06-22,2016-01-01,2016-12-31,2016,365,f,253,88,,,,14,,20,56,,,431,,,,,,,,431,15,,24678,,,,4174,,5440,13082,,,121556,,,,,,,,17148,,77.0000,
633929,2,180036,1,2018-01-31,2016-09-01,2017-08-31,2016,364,f,123,12,,,,,,,,,,135,16,,,,,,,151,,,2977,,,,,,,,,,30511,3356,,,,,,,2644,,62.0000,
633983,2,360077,2,2017-05-25,2016-01-01,2016-12-31,2016,365,f,340,38,,14,,,,,,34,,426,,,,,,,,426,21,,10771,,3815,,,,,,9775,,116052,,,,,,,,8556,,74.0000,
633995,1,360133,1,2017-05-25,2016-01-01,2016-12-31,2016,365,f,224,35,,,,,,,,,,259,17,,,,,,,276,,,9921,,,,,,,,,,54369,3196,,,,,,,8553,,57.0000,
633998,2,360144,5,2017-05-26,2016-01-01,2016-12-31,2016,365,f,131,25,,,,,,,,,,156,,,,,,,,156,,,6575,,,,,,,,,,30629,,,,,,,,2056,,53.0000,
634001,1,360152,5,2018-05-11,2016-07-01,2017-06-30,2016,364,f,159,15,,,,,,,,,,174,,,,,,,,174,,,3607,,,,,,,,,,35914,,,,,,,,10080,,56.0000,
634184,4,670114,1,2017-06-05,2016-02-26,2016-12-31,2016,309,t,39,,,,,,,,,,,39,,,,,,,,39,,,,,,,,,,,,,296,,,,,,,,9,,2.0000,
634190,4,390290,5,2018-07-26,2016-01-01,2016-12-31,2016,365,f,304,30,,14,,,,14,,17,,379,20,,,,,,,399,25,,6558,,3654,,,,4036,,3786,,96060,4887,,,,,,,7695,,69.0000,
634195,4,100288,5,2018-10-29,2016-06-01,2017-05-31,2016,364,f,277,34,,,,,,,,45,,356,40,50,,,,,,446,16,,9147,,,,,,,,11140,,87088,10618,6782,,,,,,3280,,67.0000,
634201,4,152016,2,2017-04-19,2016-07-01,2016-11-18,2016,140,t,32,,,,,,,,,,,32,,,,,,,,32,,,,,,,,,,,,,1663,,,,,,,,,,37.0000,
634204,6,282000,2,2017-12-04,2016-07-01,2017-06-30,2016,364,f,86,,,,,,,,,,,86,,,,,,,,86,,,,,,,,,,,,,15159,,,,,,,,,,48.0000,
634211,4,394052,2,2017-05-30,2016-01-01,2016-12-31,2016,365,f,67,,,,,,,,,,,67,,,,,,,,67,,,,,,,,,,,,,22443,,,,,,,,,,91.0000,
634214,4,440228,5,2018-10-26,2016-06-01,2017-05-31,2016,364,f,114,32,,,,,,,,10,,156,,,,,,,,156,,,9209,,,,,,,,926,,35925,,,,,,,,3628,,63.0000,
634249,4,450340,5,2018-04-13,2016-09-01,2017-08-31,2016,364,f,113,12,6,,,,,,,,,131,,,,,,,,131,,,2299,1096,,,,,,,,,19330,,,,,,,,1824,,40.0000,
634258,1,40020,5,2018-01-26,2015-10-01,2016-09-30,2016,365,f,272,30,12,,,,,,,,,314,28,,,,,,20,362,,,10092,2600,,,,,,,,,80886,2157,,,,,,32710,8825,,70.0000,
634262,4,50506,5,2018-10-29,2016-06-01,2017-05-31,2016,364,f,117,17,,,,,,,,22,,156,,,,,,,,156,8,,1594,,,,,,,,3574,,25057,,,,,,,,1001,,44.0000,
634275,1,270017,2,2018-01-08,2016-01-01,2016-12-31,2016,365,f,56,11,,,,,,,,,,67,,,,,,,,67,,,1977,,,,,,,,,,13051,,,,,,,,559,,53.0000,
634276,9,281311,2,2017-11-10,2016-07-01,2017-06-30,2016,364,f,14,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,356,,,,,,,,38,,6.0000,
634283,2,370211,1,2017-12-04,2016-07-01,2017-06-30,2016,364,f,67,8,,,,,,,,,,75,,,,,,,,75,,,2160,,,,,,,,,,10221,,,,,,,,950,,37.0000,
634286,2,370236,1,2017-11-22,2016-07-01,2017-06-30,2016,364,f,34,6,,,,,,,,,,40,,,,,,,,40,,,2132,,,,,,,,,,9784,,,,,,,,627,,67.0000,
634291,4,450222,5,2018-02-20,2016-01-01,2016-12-31,2016,365,f,222,38,,,,,,,,16,,276,,20,,,,,,296,10,,12008,,,,,,,,1931,,71952,,4437,,,,,,5982,,71.0000,
634292,4,450672,5,2018-02-08,2016-02-01,2017-01-31,2016,365,f,161,41,,,,,,,,,,202,,18,,,,,,220,,,11852,,,,,,,,,,52262,,3488,,,,,,1349,,70.0000,
643701,2,123025,1,2019-02-26,2017-10-01,2018-09-30,2018,364,t,80,,,,,,,,,,,80,,,,,,,,80,,,,,,,,,,,,,23006,,,,,,,,,,79.0000,
643702,2,140010,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,583,71,44,,,,,,,,,698,33,20,,,,,,751,7,,17401,10918,,,,,,,,,170431,9262,5223,,,,,,24195,,67.0000,
643718,2,300001,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,188,18,,,,,,,,,,206,15,,,,,,,221,,,4411,,,,,,,,,,55990,3566,,,,,,,9279,,74.0000,
643719,2,300020,1,2019-02-25,2017-10-01,2018-09-30,2018,364,f,139,11,,,,,,,,,,150,18,,,,,,,168,5,,2324,,,,,,,,,,36021,4455,,,,,,,4249,,65.0000,
643739,9,450498,1,2019-02-27,2017-10-01,2018-09-30,2018,364,t,14,,,,,,,,,,,14,,,,,,,,14,,,,,,,,,,,,,1062,,,,,,,,367,,20.0000,
643744,2,470003,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,349,21,,,,,20,25,,,,415,,35,,,,,,450,10,,5019,,,,,6612,6392,,,,115274,,9599,,,,,,2967,,76.0000,
643745,2,470024,1,2019-02-25,2017-10-01,2018-09-30,2018,364,t,53,,,,,,,,,,,53,,,,,,,,53,,,,,,,,,,,,,7761,,,,,,,,730,,40.0000,
643746,2,471300,1,2019-02-22,2017-10-01,2018-09-30,2018,364,t,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,4175,,,,,,,,64,,60.0000,
634333,4,450638,5,2018-10-29,2016-06-01,2017-05-31,2016,364,f,251,38,,,,,,,,10,,299,,12,,,,,,311,10,,10464,,,,,,,,5017,,76287,,2325,,,,,,4920,,70.0000,
634335,5,450827,2,2017-05-08,2016-01-01,2016-12-31,2016,365,f,41,,,,,,,,,,,41,,,,,,,,41,,,,,,,,,,,,,3562,,,,,,,,585,,23.0000,
634354,5,670090,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,84,8,,,,,,,,,,92,,,,,,,,92,,,22,,,,,,,,,,1435,,,,,,,,65,,4.0000,
634355,2,60054,1,2017-03-06,2016-05-01,2016-12-31,2016,244,f,33,12,,,,,,,,,,45,,,,,,,,45,8,,1256,,,,,,,,,,5252,,,,,,,,400,,47.0000,
634357,2,110115,5,2018-05-31,2016-07-01,2017-06-30,2016,364,f,358,63,12,,,,,,,33,,466,46,20,,,,,,532,25,,19292,3973,,,,,,,3720,,107417,7293,3654,,,,,,4266,,63.0000,
634370,1,450539,1,2017-11-30,2016-07-01,2017-06-30,2016,364,f,44,5,,,,,,,,,,49,,,,,,,,49,,,1754,,,,,,,,,,8321,,,,,,,,65,,46.0000,
634372,8,370089,5,2018-05-01,2016-07-01,2017-06-30,2016,364,f,40,14,,16,,,,,,,,70,10,10,,,,,,90,,,2578,,3837,,,,,,,,14287,2059,1811,,,,,,1403,,56.0000,
634379,4,190005,1,2017-06-05,2016-01-01,2016-12-31,2016,365,f,168,40,,,,,,,,,,208,60,,,,,,,268,,,10733,,,,,,,,,,55291,16867,,,,,,,7950,,72.0000,
634390,2,360013,2,2017-06-05,2016-01-01,2016-12-31,2016,365,f,54,7,,,,,,,,,,61,10,,,,,,,71,,,811,,,,,,,,,,8013,2839,,,,,,,1070,,35.0000,
634395,4,360055,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,203,30,,,,,,,,,,233,17,,,,,,,250,,,8201,,,,,,,,,,42699,2870,,,,,,,4265,,50.0000,
634398,2,360107,2,2017-05-30,2016-01-01,2016-12-31,2016,365,f,40,10,,,,,,,,,,50,,,,,,,,50,,,600,,,,,,,,,,4726,,,,,,,,1248,,25.0000,
634400,2,360145,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,167,26,,21,,,,,,,,214,,,,,,,,214,,,6537,,5275,,,,,,,,44704,,,,,,,,4492,,57.0000,
634421,2,180079,2,2017-03-14,2015-10-01,2016-09-30,2016,365,f,55,6,,,,,,,,,,61,,,,,,,,61,,,236,,,,,,,,,,5100,,,,,,,,1287,,22.0000,
634423,1,180095,2,2017-03-01,2015-10-01,2016-09-30,2016,365,f,42,6,,,,,,,,,,48,,,,,,,,48,,,382,,,,,,,,,,4956,,,,,,,,663,,28.0000,
634442,2,151316,2,2017-11-14,2016-07-01,2017-05-31,2016,334,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1367,,,,,,,,324,,16.0000,
634445,9,161333,2,2017-11-27,2016-07-01,2017-06-30,2016,364,f,17,,,,,,,,,,,17,,,,,,80,,97,,,,,,,,,,,,,2711,,,,,,20720,,214,,43.0000,
634447,2,231333,5,2018-10-19,2016-07-01,2017-06-30,2016,364,f,20,5,,,,,,,,,,25,,,,,,,,25,,,343,,,,,,,,,,3920,,,,,,,,113,,43.0000,
634449,9,251318,2,2017-03-20,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,10,,,60,,,,95,,,,,,,,,,,,,6618,2609,,,21377,,,,228,,72.0000,
634469,11,501311,2,2017-06-05,2016-01-01,2016-12-31,2016,365,f,4,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,237,,,,,,,,49,,16.0000,
634484,2,320021,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,538,47,,21,,,,,65,,,671,45,,,55,,,10,781,,,12866,,6189,,,,,18185,,,173036,11971,,,16567,,,2927,13261,,70.0000,
634486,4,370029,1,2017-09-01,2016-04-01,2017-03-31,2016,364,f,41,4,,,,,,,,,,45,,11,,,,,,56,,,116,,,,,,,,,,3432,,1134,,,,,,284,,20.0000,
634488,13,370049,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,80,7,,,,,,,,,,87,,16,,,,,,103,,,1181,,,,,,,,,,10456,,3239,,,,,,886,,32.0000,
634490,13,370139,2,2017-11-10,2016-07-01,2017-06-30,2016,364,f,26,,,,,,,,,,,26,,,,,,,,26,,,,,,,,,,,,,1866,,,,,,,,168,,19.0000,
634496,11,450154,1,2017-12-01,2016-07-01,2017-06-30,2016,364,f,40,7,,,,,,,,,,47,,,,,,,1,48,,,1148,,,,,,,,,,8603,,,,,,,82,822,,50.0000,
634627,2,370028,1,2017-12-04,2016-07-01,2017-06-30,2016,364,f,387,24,,12,,13,,,,12,59,507,,,93,,,,,600,,,8092,,3731,,2836,,,,3729,14582,130681,,,30964,,,,,4135,,70.0000,
634790,9,420071,1,2017-02-28,2015-10-01,2016-09-30,2016,365,f,242,10,18,20,,,,,,,,290,32,,,,,,,322,,,2383,2349,3690,,,,,,,,51402,3869,,,,,,,5785,,48.0000,
634824,11,450565,1,2017-02-22,2015-10-01,2016-09-30,2016,365,f,40,,,,,,,,,,,40,,,,,,,,40,,,886,,,,,,,,,,6423,,,,,,,,1323,,43.0000,
634836,4,320063,1,2018-02-01,2016-09-01,2017-08-31,2016,364,f,93,12,,,,,,,,,,105,,10,,15,,,,130,,,899,,,,,,,,,,6366,,1986,,2377,,,,1028,,16.0000,
634852,1,450101,5,2018-08-22,2016-09-01,2017-08-31,2016,364,f,158,12,,12,,,,,,28,,210,,24,,,,,,234,20,,3280,,3561,,,,,,6132,,57953,,6930,,,,,,3550,,75.0000,
634862,11,450411,1,2017-11-27,2016-07-01,2017-06-30,2016,364,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,2480,,,,,,,,345,,20.0000,
634865,13,450584,1,2017-02-28,2015-10-01,2016-09-30,2016,365,f,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,2233,131,,,,,,,245,,21.0000,
634866,11,450586,1,2017-11-27,2016-07-01,2017-06-30,2016,364,f,27,,,,,,,,,,,27,,,,,,,,27,,,,,,,,,,,,,1773,,,,,,,,80,,18.0000,
634868,11,450641,1,2017-11-28,2016-07-01,2017-06-30,2016,364,f,33,,,,,,,,,,,33,,,,,,,,33,,,,,,,,,,,,,2626,,,,,,,,208,,21.0000,
634871,9,450746,1,2017-02-20,2015-10-01,2016-09-30,2016,365,f,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,324,,,,,,,,90,,3.0000,
634875,5,450869,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,384,,65,,,,,,,,,449,26,38,,,,,,513,,,,14911,,,,,,,,,144292,5511,11367,,,,,,8742,,88.0000,
634878,5,670005,1,2017-05-31,2016-01-01,2016-12-31,2016,365,f,10,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,526,,,,,,,,223,,14.0000,
634879,5,670006,1,2017-05-30,2016-01-01,2016-12-31,2016,365,f,23,,,,,,,,,,,23,,,,,,,,23,,,,,,,,,,,,,2192,,,,,,,,454,,26.0000,
634882,4,670043,1,2017-05-02,2015-12-01,2016-11-30,2016,365,f,73,12,8,,,,,,,,,93,,,,,,,,93,,,1006,578,,,,,,,,,18217,,,,,,,,3180,,53.0000,
634888,5,670094,1,2017-06-07,2016-01-01,2016-12-31,2016,365,f,10,,,,,,,,,,,10,,,,,,,,10,,,,,,,,,,,,,244,,,,,,,,55,,6.0000,
634892,2,190041,5,2017-11-30,2016-07-01,2017-06-30,2016,364,f,130,18,,,,,,,,13,,161,,16,,,,,,177,,,4372,,,,,,,,2490,,35887,,4570,,,,,,3505,,61.0000,
634893,2,320038,5,2018-02-09,2016-01-01,2016-12-31,2016,365,f,52,8,,,,,,,,,,60,,,,,,,,60,,,1699,,,,,,,,,,14033,,,,,,,2152,1877,,64.0000,
