zip,count,rate_10k,date
97141,-1,-1,2020-05-19
97146,-1,-1,2020-05-19
97148,0,0.0,2020-05-19
97201,-1,-1,2020-05-19
97202,20,5.2,2020-05-19
97203,39,12.6,2020-05-19
97204,-1,-1,2020-05-19
97205,-1,-1,2020-05-19
97206,35,7.4,2020-05-19
97209,14,9.4,2020-05-19
97210,-1,-1,2020-05-19
97211,21,6.7,2020-05-19
97212,-1,-1,2020-05-19
97213,34,11.6,2020-05-19
97214,41,17.2,2020-05-19
97215,-1,-1,2020-05-19
97216,11,7.1,2020-05-19
97217,26,8.3,2020-05-19
97218,13,8.9,2020-05-19
97219,28,7.2,2020-05-19
97220,44,15.4,2020-05-19
97221,-1,-1,2020-05-19
97222,34,9.7,2020-05-19
97223,47,10.1,2020-05-19
97224,25,8.0,2020-05-19
97225,22,9.1,2020-05-19
97227,-1,-1,2020-05-19
97229,31,5.3,2020-05-19
97230,73,18.4,2020-05-19
97231,-1,-1,2020-05-19
97232,-1,-1,2020-05-19
97233,84,21.3,2020-05-19
97236,181,49.1,2020-05-19
97239,-1,-1,2020-05-19
97266,35,10.5,2020-05-19
97267,23,7.5,2020-05-19
97301,81,15.1,2020-05-19
97302,44,11.8,2020-05-19
97303,76,19.7,2020-05-19
97304,69,24.2,2020-05-19
97305,80,19.9,2020-05-19
97306,34,12.4,2020-05-19
97317,51,20.9,2020-05-19
97321,29,11.6,2020-05-19
97322,38,11.2,2020-05-19
97324,0,0.0,2020-05-19
97325,10,15.1,2020-05-19
97327,-1,-1,2020-05-19
97330,38,9.2,2020-05-19
97331,-1,-1,2020-05-19
97333,-1,-1,2020-05-19
97338,-1,-1,2020-05-19
97341,-1,-1,2020-05-19
97344,0,0.0,2020-05-19
97347,-1,-1,2020-05-19
97348,-1,-1,2020-05-19
97351,-1,-1,2020-05-19
97352,-1,-1,2020-05-19
97355,37,12.9,2020-05-19
97358,0,0.0,2020-05-19
97360,-1,-1,2020-05-19
97361,-1,-1,2020-05-19
97362,14,32.3,2020-05-19
97365,-1,-1,2020-05-19
97366,0,0.0,2020-05-19
97367,-1,-1,2020-05-19
97368,0,0.0,2020-05-19
97370,-1,-1,2020-05-19
97374,-1,-1,2020-05-19
97375,-1,-1,2020-05-19
97376,0,0.0,2020-05-19
97378,0,0.0,2020-05-19
97380,0,0.0,2020-05-19
97381,33,22.4,2020-05-19
97383,16,16.7,2020-05-19
97385,14,43.0,2020-05-19
97386,-1,-1,2020-05-19
97389,-1,-1,2020-05-19
97391,0,0.0,2020-05-19
97392,-1,-1,2020-05-19
97394,-1,-1,2020-05-19
97396,-1,-1,2020-05-19
97401,11,2.7,2020-05-19
97402,20,4.0,2020-05-19
97403,0,0.0,2020-05-19
97404,-1,-1,2020-05-19
97405,10,2.2,2020-05-19
97408,-1,-1,2020-05-19
97411,0,0.0,2020-05-19
97415,-1,-1,2020-05-19
97417,-1,-1,2020-05-19
97419,0,0.0,2020-05-19
97420,-1,-1,2020-05-19
97423,0,0.0,2020-05-19
97424,-1,-1,2020-05-19
97426,-1,-1,2020-05-19
97431,0,0.0,2020-05-19
97435,0,0.0,2020-05-19
97437,0,0.0,2020-05-19
97438,0,0.0,2020-05-19
97439,0,0.0,2020-05-19
97442,0,0.0,2020-05-19
97443,0,0.0,2020-05-19
97444,-1,-1,2020-05-19
97446,0,0.0,2020-05-19
97448,-1,-1,2020-05-19
97449,0,0.0,2020-05-19
97452,0,0.0,2020-05-19
97454,0,0.0,2020-05-19
97455,0,0.0,2020-05-19
97456,0,0.0,2020-05-19
97457,-1,-1,2020-05-19
97458,0,0.0,2020-05-19
97459,26,18.4,2020-05-19
97462,-1,-1,2020-05-19
97463,0,0.0,2020-05-19
97465,0,0.0,2020-05-19
97467,-1,-1,2020-05-19
97469,-1,-1,2020-05-19
97470,-1,-1,2020-05-19
97471,-1,-1,2020-05-19
97477,-1,-1,2020-05-19
97478,-1,-1,2020-05-19
97479,-1,-1,2020-05-19
97487,-1,-1,2020-05-19
97488,0,0.0,2020-05-19
97495,-1,-1,2020-05-19
97496,-1,-1,2020-05-19
97497,0,0.0,2020-05-19
97498,0,0.0,2020-05-19
97499,0,0.0,2020-05-19
97501,-1,-1,2020-05-19
97502,13,4.7,2020-05-19
97503,-1,-1,2020-05-19
97504,12,2.7,2020-05-19
97520,10,4.1,2020-05-19
97523,-1,-1,2020-05-19
97524,-1,-1,2020-05-19
97525,0,0.0,2020-05-19
97526,12,3.5,2020-05-19
97527,-1,-1,2020-05-19
97530,0,0.0,2020-05-19
97532,0,0.0,2020-05-19
97535,-1,-1,2020-05-19
97537,0,0.0,2020-05-19
97538,0,0.0,2020-05-19
97539,0,0.0,2020-05-19
97540,-1,-1,2020-05-19
97541,0,0.0,2020-05-19
97544,0,0.0,2020-05-19
97601,14,6.2,2020-05-19
97603,18,6.1,2020-05-19
97623,0,0.0,2020-05-19
97624,-1,-1,2020-05-19
97630,0,0.0,2020-05-19
97632,-1,-1,2020-05-19
97633,-1,-1,2020-05-19
97641,0,0.0,2020-05-19
97701,35,5.9,2020-05-19
97702,25,6.2,2020-05-19
97703,14,4.2,2020-05-19
97707,-1,-1,2020-05-19
97720,-1,-1,2020-05-19
97734,-1,-1,2020-05-19
97738,0,0.0,2020-05-19
97739,0,0.0,2020-05-19
97741,-1,-1,2020-05-19
97753,0,0.0,2020-05-19
97754,-1,-1,2020-05-19
97756,18,5.4,2020-05-19
97759,0,0.0,2020-05-19
97760,-1,-1,2020-05-19
97761,17,42.6,2020-05-19
97801,-1,-1,2020-05-19
97813,-1,-1,2020-05-19
97814,-1,-1,2020-05-19
97818,11,26.4,2020-05-19
97820,0,0.0,2020-05-19
97824,0,0.0,2020-05-19
97826,0,0.0,2020-05-19
97827,0,0.0,2020-05-19
97828,0,0.0,2020-05-19
97836,-1,-1,2020-05-19
97838,49,19.3,2020-05-19
97844,0,0.0,2020-05-19
97845,-1,-1,2020-05-19
97846,0,0.0,2020-05-19
97850,-1,-1,2020-05-19
97862,11,9.4,2020-05-19
97865,0,0.0,2020-05-19
97868,-1,-1,2020-05-19
97869,0,0.0,2020-05-19
97875,-1,-1,2020-05-19
97882,17,21.9,2020-05-19
97883,0,0.0,2020-05-19
97885,0,0.0,2020-05-19
97886,-1,-1,2020-05-19
97913,-1,-1,2020-05-19
97914,15,7.8,2020-05-19
97918,-1,-1,2020-05-19
