zip,count,rate_10k,date
97454,0,0,2020-08-26
97455,-1,-1,2020-08-26
97456,-1,-1,2020-08-26
97457,-1,-1,2020-08-26
97458,-1,-1,2020-08-26
97459,44,312.1,2020-08-26
97462,10,253.9,2020-08-26
97463,-1,-1,2020-08-26
97465,0,0,2020-08-26
97467,-1,-1,2020-08-26
97469,-1,-1,2020-08-26
97470,34,170.1,2020-08-26
97471,39,134,2020-08-26
97477,72,195.3,2020-08-26
97478,102,275.6,2020-08-26
97479,41,431.4,2020-08-26
97487,10,118.4,2020-08-26
97488,-1,-1,2020-08-26
97495,-1,-1,2020-08-26
97496,10,131,2020-08-26
97497,0,0,2020-08-26
97498,-1,-1,2020-08-26
97499,0,0,2020-08-26
97501,260,617.3,2020-08-26
97502,79,285.3,2020-08-26
97503,96,911.9,2020-08-26
97504,132,297,2020-08-26
97520,29,118.5,2020-08-26
97523,10,159.6,2020-08-26
97524,31,214.4,2020-08-26
97525,13,282.5,2020-08-26
97526,64,187.1,2020-08-26
97527,57,169.1,2020-08-26
97530,15,216.9,2020-08-26
97532,-1,-1,2020-08-26
97535,11,218,2020-08-26
97537,10,144.6,2020-08-26
97538,0,0,2020-08-26
97539,-1,-1,2020-08-26
97540,32,403.5,2020-08-26
97541,-1,-1,2020-08-26
97544,0,0,2020-08-26
97601,90,400.7,2020-08-26
97603,80,271,2020-08-26
97623,-1,-1,2020-08-26
97624,-1,-1,2020-08-26
97630,29,569.1,2020-08-26
97632,-1,-1,2020-08-26
97633,12,881.7,2020-08-26
97641,0,0,2020-08-26
97701,204,345.8,2020-08-26
97702,186,458.3,2020-08-26
97703,84,253.1,2020-08-26
97707,-1,-1,2020-08-26
97708,-1,-1,2020-08-26
97720,-1,-1,2020-08-26
97734,18,646.1,2020-08-26
97738,-1,-1,2020-08-26
97739,17,154.3,2020-08-26
97741,157,1318,2020-08-26
97753,-1,-1,2020-08-26
97754,51,274.6,2020-08-26
97756,123,366.6,2020-08-26
97759,24,381.3,2020-08-26
97760,25,370,2020-08-26
97761,257,6445.9,2020-08-26
97801,478,2221.1,2020-08-26
97813,-1,-1,2020-08-26
97814,61,492.7,2020-08-26
97818,288,6924.7,2020-08-26
97820,0,0,2020-08-26
97824,10,602,2020-08-26
97826,17,1566.8,2020-08-26
97827,13,494.7,2020-08-26
97828,-1,-1,2020-08-26
97836,14,706,2020-08-26
97838,1410,5563,2020-08-26
97844,115,3021.5,2020-08-26
97845,-1,-1,2020-08-26
97846,-1,-1,2020-08-26
97850,358,2111.5,2020-08-26
97862,124,1062.9,2020-08-26
97865,-1,-1,2020-08-26
97868,19,954.3,2020-08-26
97869,-1,-1,2020-08-26
97875,112,4291.2,2020-08-26
97882,348,4484.5,2020-08-26
97883,-1,-1,2020-08-26
97885,-1,-1,2020-08-26
97886,12,1052.6,2020-08-26
97913,160,2894.9,2020-08-26
97914,787,4097.9,2020-08-26
97918,68,1498.8,2020-08-26
