zipcode,name,rg_name,rg_abbrev,area,totpop_cy,tothh_cy,medhinc_cy,avghinc_cy,pci_cy,meddi_cy,avgdi_cy,white_cy,black_cy,amerind_cy,asian_cy,pacific_cy,othrace_cy,race2up_cy,hispwht_cy,hispblk_cy,hispai_cy,hispasn_cy,hisppi_cy,hispoth_cy,hispmlt_cy,nhspwht_cy,nhspblk_cy,nhspai_cy,nhspasn_cy,nhsppi_cy,nhspoth_cy,nhspmlt_cy,oha_count,oha_count_lw,new_min,new_max,or_rate,date,jf_rate_tot,jf_rate_new_min,jf_rate_new_max
97701,Bend,Oregon,OR,333.335024057135001,40102,16522,60820,73964,30488,49287,55897,36275,251,325,572,61,1364,1254,1953,28,69,27,12,1333,282,34322,223,256,545,49,31,972,36,35,1,1,6.1,2020-05-27,8.9771083736472,0.2493641214902,0.2493641214902
97058,The Dalles,Oregon,OR,336.440385431870709,21206,8377,51778,68194,26987,40984,51552,17913,181,291,310,188,1684,639,2648,26,53,1,0,1667,219,15265,155,238,309,188,17,420,17,17,0,0,8.6,2020-05-27,8.01659907573328,0,0
97060,Troutdale,Oregon,OR,17.339777557284943,22075,7515,70029,88235,30049,53560,64932,17120,515,252,1181,113,1863,1031,1389,25,102,5,7,1826,269,15731,490,150,1176,106,37,762,39,38,1,1,18.4,2020-05-27,17.6670441676104,0.453001132502831,0.453001132502831
97374,Scio,Oregon,OR,179.386006684689875,5641,2054,71138,84908,30920,54348,64190,5154,19,81,34,18,129,206,101,0,8,1,0,125,37,5053,19,73,33,18,4,169,-1,-1,0,8,-1,2020-05-27,-1,0,14.1818826449211
97378,Sheridan,Oregon,OR,136.875599486188207,9474,2677,51177,64270,23350,40370,49599,7170,465,451,269,56,591,472,576,6,44,20,1,581,105,6594,459,407,249,55,10,367,-1,0,1,9,-1,2020-05-27,-1,1.05552037154317,9.49968334388854
97446,Harrisburg,Oregon,OR,115.495174608374143,5291,1880,59823,71748,25494,48574,55162,4759,40,54,21,11,211,195,214,1,0,0,2,203,47,4545,39,54,21,9,8,148,0,0,0,0,0,2020-05-27,0,0,0
97449,Lakeside,Oregon,OR,45.604261056369424,2029,963,39372,49887,25029,32207,40162,1883,14,34,10,1,26,61,43,0,5,0,0,26,13,1840,14,29,10,1,0,48,0,0,0,0,0,2020-05-27,0,0,0
97063,Tygh Valley,Oregon,OR,160.339533519498389,1066,500,43224,51598,24227,35527,41259,1000,2,13,2,0,25,24,43,0,1,0,0,25,3,957,2,12,2,0,0,21,0,0,0,0,0,2020-05-27,0,0,0
97214,Portland,Oregon,OR,2.859227950512229,28573,14291,59244,92579,46436,47456,63808,24695,521,222,1323,39,422,1351,989,40,42,9,2,329,223,23706,481,180,1314,37,93,1128,43,41,2,2,18.1,2020-05-27,15.0491722955237,0.699961502117384,0.699961502117384
97452,Lowell,Oregon,OR,29.818696436845123,1661,642,58503,70722,27337,47014,54237,1482,4,29,14,1,15,116,57,0,2,0,0,12,7,1425,4,27,14,1,3,109,0,0,0,0,0,2020-05-27,0,0,0
97454,Marcola,Oregon,OR,84.929815371401205,1527,598,72283,87977,34454,54799,66285,1393,7,13,17,2,14,81,34,3,0,0,0,11,11,1359,4,13,17,2,3,70,0,0,0,0,0,2020-05-27,0,0,0
97444,Gold Beach,Oregon,OR,127.036361404083081,5744,2813,48135,64741,31723,37616,49258,5262,16,90,60,4,34,278,194,1,13,1,0,32,53,5068,15,77,59,4,2,225,-1,-1,0,8,-1,2020-05-27,-1,0,13.9275766016713
97067,Welches,Oregon,OR,27.898779226017854,2046,901,79013,97307,42859,57500,69878,1836,3,37,15,0,86,69,90,0,14,2,0,84,4,1746,3,23,13,0,2,65,0,0,0,0,0,2020-05-27,0,0,0
97064,Vernonia,Oregon,OR,195.955939643437034,3732,1441,56671,65228,25187,45218,50846,3491,25,48,27,4,22,115,124,0,7,2,0,15,19,3367,25,41,25,4,7,96,-1,-1,0,8,-1,2020-05-27,-1,0,21.4362272240086
97448,Junction City,Oregon,OR,128.283101377363437,13752,5407,57776,74236,29198,46402,56365,12361,78,174,105,30,485,519,578,4,32,1,0,475,112,11783,74,142,104,30,10,407,-1,-1,0,8,-1,2020-05-27,-1,0,5.8173356602676
97457,Myrtle Creek,Oregon,OR,183.319970378127039,10759,4309,46493,59246,23735,37239,45914,9669,32,303,85,16,123,531,322,0,34,2,2,119,99,9347,32,269,83,14,4,432,-1,-1,0,8,-1,2020-05-27,-1,0,7.43563528208941
97462,Oakland,Oregon,OR,232.843572938254454,4068,1683,52371,71676,29661,42065,55057,3780,14,62,21,4,43,144,118,0,3,1,0,28,31,3662,14,59,20,4,15,113,-1,-1,0,8,-1,2020-05-27,-1,0,19.6656833824975
97045,Oregon City,Oregon,OR,86.854069040114197,56808,21180,80390,98255,36654,59313,71868,51216,409,495,1167,112,1292,2117,2299,40,84,7,3,1240,369,48917,369,411,1160,109,52,1748,24,23,1,1,4.7,2020-05-27,4.2247570764681,0.176031544852838,0.176031544852838
97103,Astoria,Oregon,OR,239.295466811066291,18266,7660,56160,72678,30722,44978,55036,16214,189,227,336,43,616,641,785,23,47,11,2,589,108,15429,166,180,325,41,27,533,23,19,4,4,13.6,2020-05-27,12.5917004270229,2.18986094383007,2.18986094383007
97113,Cornelius,Oregon,OR,33.713388292618880,15182,4402,62923,77857,22590,50833,59059,10042,178,171,375,16,3774,626,2716,73,89,8,2,3766,297,7326,105,82,367,14,8,329,51,46,5,5,36,2020-05-27,33.5924120669214,3.29337373205111,3.29337373205111
97107,Bay City,Oregon,OR,24.394411053747799,1587,669,57057,69630,29358,46513,53877,1445,0,17,15,1,58,51,58,0,2,0,0,54,11,1387,0,15,15,1,4,40,0,0,0,0,0,2020-05-27,0,0,0
97535,Phoenix,Oregon,OR,2.796619826487932,5815,2469,44271,54328,23082,35954,42461,4703,54,83,70,11,612,282,519,13,17,0,0,598,99,4184,41,66,70,11,14,183,-1,-1,0,8,-1,2020-05-27,-1,0,13.7575236457438
97754,Prineville,Oregon,OR,1467.376832279881683,20532,8390,38952,52752,21573,32276,41362,18659,29,315,149,22,828,530,790,6,46,1,0,816,105,17869,23,269,148,22,12,425,-1,-1,0,8,-1,2020-05-27,-1,0,3.89635690629262
97128,Mcminnville,Oregon,OR,117.481372378274074,39572,14368,54784,77796,28495,44124,57533,32055,361,466,766,84,4355,1485,3549,63,59,16,2,4289,496,28506,298,407,750,82,66,989,19,16,3,3,5.3,2020-05-27,4.80137470939048,0.758111796219549,0.758111796219549
97760,Terrebonne,Oregon,OR,95.352797004321445,8261,3429,67439,85863,35642,52731,63898,7698,34,108,33,3,174,211,157,0,4,1,0,167,61,7541,34,104,32,3,7,150,-1,-1,0,8,-1,2020-05-27,-1,0,9.68405762014284
97836,Heppner,Oregon,OR,1122.954601543025547,2020,879,50209,65513,28510,39458,50354,1855,4,25,4,0,67,65,41,1,3,0,0,65,7,1814,3,22,4,0,2,58,-1,-1,0,8,-1,2020-05-27,-1,0,39.6039603960396
97132,Newberg,Oregon,OR,63.218279935744803,31379,11096,71141,90125,31976,53797,66037,26834,277,214,844,55,2085,1070,1656,35,81,18,4,2053,256,25178,242,133,826,51,32,814,29,28,1,1,10.3,2020-05-27,9.24184964466682,0.318684470505752,0.318684470505752
97131,Nehalem,Oregon,OR,268.989664640979413,2830,1300,51254,70052,32185,40926,52651,2585,13,27,30,6,58,111,139,0,0,1,1,56,22,2446,13,27,29,5,2,89,-1,-1,0,8,-1,2020-05-27,-1,0,28.2685512367491
97133,North Plains,Oregon,OR,67.527666831586316,5387,1992,88697,115006,42530,64655,80638,4796,24,59,137,24,158,189,283,0,23,3,5,151,51,4513,24,36,134,19,7,138,-1,-1,0,8,-1,2020-05-27,-1,0,14.8505661778355
97004,Beavercreek,Oregon,OR,39.119604431658210,4689,1728,94200,115351,42512,69477,83160,4354,28,38,51,4,47,167,115,1,1,2,0,40,25,4239,27,37,49,4,7,142,-1,-1,0,8,-1,2020-05-27,-1,0,17.0612070804009
97019,Corbett,Oregon,OR,59.326053841120455,3443,1250,79095,97276,35334,58323,71166,3168,20,20,55,0,45,135,69,0,3,1,0,43,15,3099,20,17,54,0,2,120,-1,-1,0,8,-1,2020-05-27,-1,0,23.2355503920999
97023,Estacada,Oregon,OR,712.193589163211982,11650,4310,75268,86245,32254,56334,65549,10448,98,132,143,29,393,407,316,16,30,2,0,387,89,10132,82,102,141,29,6,318,-1,-1,0,8,-1,2020-05-27,-1,0,6.86695278969957
97467,Reedsport,Oregon,OR,505.222825547073626,5617,2639,38942,55698,26187,32206,43274,5151,24,71,66,6,93,206,215,10,3,5,0,81,43,4936,14,68,61,6,12,163,-1,-1,0,8,-1,2020-05-27,-1,0,14.2424781912053
97469,Riddle,Oregon,OR,81.579954415780762,2704,1106,49123,53438,21861,37928,41932,2419,14,64,17,5,38,147,76,8,6,0,0,36,26,2343,6,58,17,5,2,121,-1,-1,0,8,-1,2020-05-27,-1,0,29.585798816568
97470,Roseburg,Oregon,OR,169.189665103415194,20837,8832,46149,58923,25025,37287,46055,18796,156,431,233,54,378,789,888,21,57,10,8,357,133,17908,135,374,223,46,21,656,-1,-1,0,8,-1,2020-05-27,-1,0,3.83932427892691
97471,Roseburg,Oregon,OR,251.139465757646008,30833,12601,55714,79037,32340,44733,58936,28200,181,509,425,55,419,1044,1190,24,102,13,13,374,202,27010,157,407,412,42,45,842,-1,-1,0,8,-1,2020-05-27,-1,0,2.59462264456913
97003,Beaverton,Oregon,OR,4.566028946864502,31615,11068,72734,83585,29274,54428,62631,19473,1332,302,4470,171,3744,2123,2711,73,117,77,10,3687,548,16762,1259,185,4393,161,57,1575,31,26,5,5,12,2020-05-27,9.80547208603511,1.58152775581211,1.58152775581211
97146,Warrenton,Oregon,OR,20.548097720566162,6424,2590,56436,73229,29569,45205,55668,5888,42,80,92,24,95,203,180,1,16,1,0,94,31,5708,41,64,91,24,1,172,13,-1,4,12,22,2020-05-27,20.2366127023661,6.2266500622665,18.6799501867995
97140,Sherwood,Oregon,OR,44.511359834818087,28791,9380,103356,126684,41350,76117,88609,24849,384,175,1239,85,838,1221,1201,26,39,20,8,782,172,23648,358,136,1219,77,56,1049,19,16,3,3,8.1,2020-05-27,6.59928449862804,1.04199228925706,1.04199228925706
97137,Saint Paul,Oregon,OR,37.739215303562823,1250,407,82775,108839,35438,60170,77107,1031,0,8,6,0,179,26,144,0,3,0,0,179,10,887,0,5,6,0,0,16,0,-1,0,0,0,2020-05-27,0,0,0
97138,Seaside,Oregon,OR,420.584393781099493,11004,4930,48139,69365,31087,39122,52284,9703,80,90,165,16,591,359,580,16,14,2,0,579,77,9123,64,76,163,16,12,282,-1,-1,0,8,-1,2020-05-27,-1,0,7.27008360596147
97141,Tillamook,Oregon,OR,451.829101196266606,13872,5486,50213,66997,26518,39508,50166,12005,105,215,126,73,909,439,1053,29,49,2,2,891,105,10952,76,166,124,71,18,334,-1,-1,0,8,-1,2020-05-27,-1,0,5.76701268742791
97205,Portland,Oregon,OR,0.923496933572463,8554,5451,35240,72360,46824,28766,49685,6966,408,99,496,9,155,421,356,16,19,6,0,132,59,6610,392,80,490,9,23,362,-1,-1,0,8,-1,2020-05-27,-1,0,9.35234977788169
97202,Portland,Oregon,OR,6.452303553946787,43023,19313,71733,101583,45653,55053,70978,36480,907,297,2520,88,666,2065,1488,53,49,19,1,573,324,34992,854,248,2501,87,93,1741,22,20,2,2,5.7,2020-05-27,5.11354391836924,0.464867628942659,0.464867628942659
97203,Portland,Oregon,OR,11.351990096770937,35659,13018,57817,74620,27357,46483,55685,22856,3868,616,1560,507,3616,2636,2178,104,188,49,20,3529,662,20678,3764,428,1511,487,87,1974,45,39,6,6,14.5,2020-05-27,12.6195350402423,1.68260467203231,1.68260467203231
97148,Yamhill,Oregon,OR,138.283324782650197,3676,1345,93310,118953,43528,68903,84604,3396,18,36,40,3,72,111,107,0,1,6,0,72,33,3289,18,35,34,3,0,78,0,0,0,0,0,2020-05-27,0,0,0
97532,Merlin,Oregon,OR,320.292925565145538,2674,1152,55284,64622,28047,44184,50129,2437,12,45,26,8,32,114,88,1,11,1,2,29,25,2349,11,34,25,6,3,89,0,0,0,0,0,2020-05-27,0,0,0
97147,Wheeler,Oregon,OR,0.530786830772089,433,206,42730,57639,27489,35557,44896,408,0,2,4,1,9,9,8,0,0,0,0,9,0,400,0,2,4,1,0,9,,,,,,,-2,-2,-2
97149,Neskowin,Oregon,OR,59.918497285034348,676,309,52728,90251,41254,42954,63333,644,2,3,11,0,3,13,46,0,2,0,0,3,1,598,2,1,11,0,0,12,,,,,,,-2,-2,-2
97720,Burns,Oregon,OR,840.511248494408392,4561,2012,39203,57997,25612,32594,44624,4023,14,224,29,1,74,196,147,3,4,1,0,73,29,3876,11,220,28,1,1,167,-1,-1,0,8,-1,2020-05-27,-1,0,17.5400131550099
97734,Culver,Oregon,OR,195.835203739586916,3262,1214,53777,68608,26251,43054,52143,2705,39,115,9,6,268,120,290,0,27,0,2,266,60,2415,39,88,9,4,2,60,-1,-1,0,8,-1,2020-05-27,-1,0,24.5248313917842
97741,Madras,Oregon,OR,413.425575230264997,13864,4846,50018,65395,23793,39530,49863,9289,236,1543,77,39,2012,668,1361,30,251,12,0,1979,269,7928,206,1292,65,39,33,399,-1,-1,0,8,-1,2020-05-27,-1,0,5.77034045008655
97820,Canyon City,Oregon,OR,160.267551419595776,1238,544,56040,66999,29458,44986,51820,1158,3,18,7,1,11,40,22,0,0,0,0,11,6,1136,3,18,7,1,0,34,0,0,0,0,0,2020-05-27,0,0,0
97824,Cove,Oregon,OR,210.722680595857298,1753,703,62393,90685,36367,50266,65663,1602,0,17,21,6,28,79,35,0,0,0,0,25,15,1567,0,17,21,6,3,64,0,0,0,0,0,2020-05-27,0,0,0
97826,Echo,Oregon,OR,265.413747984774147,1335,479,53454,69945,25207,41424,52869,1124,15,15,4,7,126,44,25,0,5,0,0,126,17,1099,15,10,4,7,0,27,0,0,0,0,0,2020-05-27,0,0,0
97801,Pendleton,Oregon,OR,1029.227584821088840,21972,8101,53891,68422,25555,42548,52455,17711,321,1925,260,37,814,904,1056,16,126,4,0,802,224,16655,305,1799,256,37,12,680,-1,-1,0,8,-1,2020-05-27,-1,0,3.64099763335154
97813,Athena,Oregon,OR,74.689535978347607,1321,511,59451,75813,29327,48456,57882,1190,5,35,4,0,56,31,34,0,3,0,0,56,5,1156,5,32,4,0,0,26,-1,-1,0,8,-1,2020-05-27,-1,0,60.560181680545
97814,Baker City,Oregon,OR,952.186089352735394,12602,5381,46509,63766,27301,37756,48678,11631,94,166,120,5,189,397,339,5,24,0,0,184,43,11292,89,142,120,5,5,354,-1,-1,0,8,-1,2020-05-27,-1,0,6.34819869861927
97828,Enterprise,Oregon,OR,803.949855282329963,3322,1488,66367,79223,35511,51480,60013,3142,10,37,20,1,28,84,82,0,2,0,0,26,11,3060,10,35,20,1,2,73,-1,0,1,9,-1,2020-05-27,-1,3.01023479831427,27.0921131848284
97846,Joseph,Oregon,OR,397.120770667425063,2048,959,50136,63267,29642,39320,48925,1939,10,18,7,4,16,54,31,0,4,0,0,13,1,1908,10,14,7,4,3,53,0,0,0,0,0,2020-05-27,0,0,0
97845,John Day,Oregon,OR,182.391210211030852,2620,1183,48837,62647,28309,38811,48292,2429,12,44,28,4,28,75,55,3,0,0,1,26,8,2374,9,44,28,3,2,67,-1,-1,0,8,-1,2020-05-27,-1,0,30.5343511450382
97850,La Grande,Oregon,OR,863.241653582023218,17448,7111,42768,59939,24585,35416,45362,15567,182,221,300,289,310,579,533,6,42,5,3,284,99,15034,176,179,295,286,26,480,-1,-1,0,8,-1,2020-05-27,-1,0,4.58505272810637
97375,Scotts Mills,Oregon,OR,32.197898709069960,1227,432,84889,97999,34507,62065,73332,1144,3,10,11,2,29,28,26,0,0,0,0,29,5,1118,3,10,11,2,0,23,-1,-1,0,8,-1,2020-05-27,-1,0,65.19967400163
97380,Siletz,Oregon,OR,113.020290604281499,2629,966,48339,63228,23241,38265,49812,1833,15,492,8,8,31,242,33,0,39,0,0,26,37,1800,15,453,8,8,5,205,-1,0,1,9,-1,2020-05-27,-1,3.80372765310004,34.2335488779003
97386,Sweet Home,Oregon,OR,107.586972672056405,14564,5510,44923,57935,21926,36558,45102,13442,56,208,119,34,180,525,408,1,36,1,0,176,106,13034,55,172,118,34,4,419,-1,-1,0,8,-1,2020-05-27,-1,0,5.49299642955232
97212,Portland,Oregon,OR,2.764809437552930,26886,11414,101728,136800,58096,75518,90640,21671,2488,150,910,43,400,1224,809,46,48,11,5,334,203,20862,2442,102,899,38,66,1021,-1,-1,0,8,-1,2020-05-27,-1,0,2.97552629621364
97217,Portland,Oregon,OR,10.622252089360355,36211,15627,69277,88416,38167,53414,64435,24870,4707,383,1782,412,1625,2432,1514,108,108,37,21,1526,526,23356,4599,275,1745,391,99,1906,32,26,6,6,10.2,2020-05-27,8.83709370080915,1.65695506890171,1.65695506890171
97913,Nyssa,Oregon,OR,128.279291622789742,5628,1893,49789,58806,19790,37778,45621,3983,17,47,56,0,1315,210,1264,12,21,2,0,1313,144,2719,5,26,54,0,2,66,-1,-1,0,8,-1,2020-05-27,-1,0,14.2146410803127
97918,Vale,Oregon,OR,452.366952485293609,4468,1614,44641,57986,20998,36243,44745,3886,14,59,38,9,330,132,389,2,31,1,5,321,37,3497,12,28,37,4,9,95,-1,-1,0,8,-1,2020-05-27,-1,0,17.905102954342
97038,Molalla,Oregon,OR,298.257087846742820,17181,6075,65790,84775,29979,51968,62969,15008,94,165,157,36,1155,566,794,25,40,24,1,1139,171,14214,69,125,133,35,16,395,32,32,0,0,21.2,2020-05-27,18.6252255398405,0,0
97703,Bend,Oregon,OR,209.628363892124725,30996,12778,78610,112983,46598,59606,78604,28943,148,193,471,39,391,811,800,10,43,9,13,345,125,28143,138,150,462,26,46,686,15,14,1,1,4.5,2020-05-27,4.83933410762679,0.322622273841786,0.322622273841786
97756,Redmond,Oregon,OR,98.744591587553742,40200,15432,56928,68417,26277,45518,52727,35809,225,427,375,67,2004,1293,2267,38,57,25,5,1974,325,33542,187,370,350,62,30,968,27,18,9,9,8,2020-05-27,6.71641791044776,2.23880597014925,2.23880597014925
97463,Oakridge,Oregon,OR,1108.317744771107300,4347,1906,40287,57993,25428,32995,44649,3882,48,81,32,3,72,229,142,0,7,2,2,71,45,3740,48,74,30,1,1,184,0,0,0,0,0,2020-05-27,0,0,0
97304,Salem,Oregon,OR,61.736131264153229,31835,12246,66749,82296,31663,51969,61146,26710,509,370,896,108,1737,1505,1990,36,104,30,2,1704,404,24720,473,266,866,106,33,1101,71,69,2,2,25,2020-05-27,22.3024972514528,0.628239359195854,0.628239359195854
97633,Merrill,Oregon,OR,30.943251655587844,1308,480,49452,74281,27262,40566,54103,990,8,15,2,3,247,43,183,6,2,0,0,245,14,807,2,13,2,3,2,29,-1,-1,0,8,-1,2020-05-27,-1,0,61.1620795107034
97465,Port Orford,Oregon,OR,117.807090831624507,2344,1211,34346,49165,25410,27609,38767,2141,15,52,16,3,25,92,91,0,1,0,0,20,8,2050,15,51,16,3,5,84,0,0,0,0,0,2020-05-27,0,0,0
