zip,count,rate_10k,date
97703,84,253.1,2020-08-19
97707,-1,-1,2020-08-19
97708,-1,-1,2020-08-19
97720,-1,-1,2020-08-19
97734,17,610.2,2020-08-19
97738,-1,-1,2020-08-19
97739,17,154.3,2020-08-19
97741,146,1225.7,2020-08-19
97753,-1,-1,2020-08-19
97754,50,269.2,2020-08-19
97756,117,348.7,2020-08-19
97759,22,349.5,2020-08-19
97760,24,355.2,2020-08-19
97761,233,5844,2020-08-19
97801,460,2137.4,2020-08-19
97813,-1,-1,2020-08-19
97814,50,403.8,2020-08-19
97818,277,6660.3,2020-08-19
97820,-1,-1,2020-08-19
97824,10,602,2020-08-19
97826,15,1382.5,2020-08-19
97827,13,494.7,2020-08-19
97828,-1,-1,2020-08-19
97836,14,706,2020-08-19
97838,1375,5424.9,2020-08-19
97844,109,2863.9,2020-08-19
97845,-1,-1,2020-08-19
97846,-1,-1,2020-08-19
97850,348,2052.5,2020-08-19
97862,113,968.6,2020-08-19
97865,-1,-1,2020-08-19
97868,19,954.3,2020-08-19
97869,-1,-1,2020-08-19
97875,113,4329.5,2020-08-19
97882,331,4265.5,2020-08-19
97883,-1,-1,2020-08-19
97885,-1,-1,2020-08-19
97886,12,1052.6,2020-08-19
97913,143,2587.3,2020-08-19
97914,685,3566.8,2020-08-19
97918,61,1344.5,2020-08-19
